Date,Monthly Return
2018-01-31,
2018-02-28,-0.017833154444594324
2018-03-31,-0.09709856643231674
2018-04-30,0.0023842487340255403
2018-05-31,0.022991036143187538
2018-06-30,-0.05693475945557369
2018-07-31,0.08640519626004428
2018-08-31,0.018875639100159658
2018-09-30,0.06134239880662262
2018-10-31,-0.048940321955399546
2018-11-30,-0.0016380385344511028
2018-12-31,-0.07403586390559858
2019-01-31,0.11691819097059608
2019-02-28,0.03782613143681024
2019-03-31,0.0303087716471635
2019-04-30,0.03477565627115986
2019-05-31,-0.08548725104990973
2019-06-30,0.12588933971746452
2019-07-31,-0.007760359808978268
2019-08-31,-0.07531074651284797
2019-09-30,0.057049637189084734
2019-10-31,-0.0053964690197759735
2019-11-30,0.030280801619670727
2019-12-31,-0.05628785825791893
2020-01-31,-0.00559726785132475
2020-02-29,-0.05700670229533411
2020-03-31,-0.022846933994327023
2020-04-30,0.10121338686249359
2020-05-31,0.015102928649430636
2020-06-30,0.027896783707550554
2020-07-31,0.007497994853735035
2020-08-31,0.03192071515330608
2020-09-30,0.04334159700316498
2020-10-31,-0.05632830545703782
2020-11-30,0.028693594254785904
2020-12-31,0.12075540213892455
2021-01-31,-0.062278003555323536
2021-02-28,0.06751607740223808
2021-03-31,0.08773845983081552
2021-04-30,0.08476443802197564
2021-05-31,0.03892326228281617
2021-06-30,-0.011430182230986685
2021-07-31,0.12360534120647948
2021-08-31,0.022836803633725644
2021-09-30,-0.022438997231494007
2021-10-31,0.10494364827040736
2021-11-30,-0.05420053479581355
2021-12-31,-0.0389025192492215
2022-01-31,-0.0659153884122965
2022-02-28,-0.06394769392640098
2022-03-31,0.08898245781396419
2022-04-30,-0.10930578128181778
2022-05-31,-0.0201634336707871
2022-06-30,-0.02850404946036178
2022-07-31,0.11905141965195765
2022-08-31,-0.047404708793701955
2022-09-30,-0.17639925560504088
2022-10-31,0.28494054954595915
2022-11-30,0.06353274273292264
2022-12-31,-0.01553641121827487
