Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,119.93000030517578,120.18000030517578,117.93000030517578,118.05999755859375,96.932861328125,4165800
2018-01-03,117.91000366210938,118.47000122070312,117.63999938964844,117.75,96.67832946777344,4224000
2018-01-04,117.80000305175781,119.11000061035156,117.5999984741211,118.33000183105469,97.154541015625,3147000
2018-01-05,118.41000366210938,119.08999633789062,118.25,118.66999816894531,97.4336929321289,2714200
2018-01-08,118.20999908447266,118.73999786376953,117.66999816894531,117.98999786376953,96.87540435791016,5730400
2018-01-09,118.26000213623047,118.9800033569336,117.94999694824219,118.08000183105469,96.94926452636719,4573600
2018-01-10,118.12999725341797,118.36000061035156,116.69999694824219,117.4800033569336,96.45664978027344,3363900
2018-01-11,117.63999938964844,117.8499984741211,116.37999725341797,116.87999725341797,95.96402740478516,3685200
2018-01-12,116.94999694824219,118.01000213623047,116.8499984741211,117.37999725341797,96.3745346069336,4335500
2018-01-16,117.19999694824219,118.3499984741211,117.02999877929688,117.86000061035156,96.76864624023438,4936500
2018-01-17,118.29000091552734,120.16999816894531,118.20999908447266,119.18000030517578,97.85244750976562,4554600
2018-01-18,119.08999633789062,119.62000274658203,118.6500015258789,119.05000305175781,97.74571990966797,6221800
2018-01-19,119.4800033569336,120.68000030517578,118.63999938964844,120.16999816894531,98.66524505615234,6002600
2018-01-22,120.0999984741211,121.8499984741211,120.0,121.51000213623047,99.76546478271484,4308600
2018-01-23,121.06999969482422,122.51000213623047,120.8499984741211,121.30000305175781,99.59306335449219,3536900
2018-01-24,121.23999786376953,121.4800033569336,120.81999969482422,121.13999938964844,99.4616928100586,3445200
2018-01-25,120.61000061035156,121.44999694824219,120.36000061035156,120.9000015258789,99.26464080810547,2712900
2018-01-26,120.61000061035156,121.83999633789062,120.61000061035156,121.76000213623047,99.97073364257812,3993900
2018-01-29,121.37999725341797,122.16000366210938,119.6500015258789,119.66999816894531,98.2547378540039,3854700
2018-01-30,119.68000030517578,121.19999694824219,119.5,119.88999938964844,98.43538665771484,4945200
2018-01-31,119.83999633789062,120.75,119.51000213623047,120.30000305175781,98.77201080322266,4018100
2018-02-01,119.91999816894531,121.01000213623047,119.27999877929688,120.30000305175781,98.77201080322266,3485600
2018-02-02,119.91000366210938,120.27999877929688,118.4000015258789,118.66999816894531,97.4336929321289,3348900
2018-02-05,118.56999969482422,119.66000366210938,114.41000366210938,114.45999908447266,93.97708129882812,5347600
2018-02-06,112.44000244140625,113.94999694824219,110.1500015258789,113.55999755859375,93.23814392089844,6642600
2018-02-07,113.97000122070312,115.7699966430664,112.75,113.5,93.18888854980469,4931400
2018-02-08,113.69999694824219,113.72000122070312,110.08999633789062,110.1500015258789,90.43839263916016,4907900
2018-02-09,110.80999755859375,111.98999786376953,108.87999725341797,111.18000030517578,91.28404998779297,5301700
2018-02-12,111.9000015258789,112.75,111.05999755859375,111.93000030517578,91.89984130859375,4759200
2018-02-13,112.0,112.66999816894531,110.68000030517578,112.13999938964844,92.07225799560547,5274700
2018-02-14,111.66999816894531,111.9000015258789,108.76000213623047,109.11000061035156,89.58448028564453,7702700
2018-02-15,109.52999877929688,111.04000091552734,108.72000122070312,110.97000122070312,91.11163330078125,5125200
2018-02-16,111.05999755859375,111.69999694824219,109.76000213623047,111.05999755859375,91.185546875,5578500
2018-02-20,110.95999908447266,110.9800033569336,109.33999633789062,109.4800033569336,89.88829803466797,3835500
2018-02-21,109.3499984741211,109.83999633789062,107.94000244140625,108.0,88.67311096191406,4501900
2018-02-22,108.33000183105469,109.97000122070312,108.0199966430664,109.26000213623047,89.7076416015625,5394700
2018-02-23,109.36000061035156,110.05000305175781,108.56999969482422,109.68000030517578,90.05249786376953,4760400
2018-02-26,110.12000274658203,111.16999816894531,110.02999877929688,110.94000244140625,91.08700561523438,5355400
2018-02-27,111.19000244140625,112.08000183105469,110.70999908447266,110.88999938964844,91.04593658447266,6385800
2018-02-28,111.0,111.6500015258789,109.68000030517578,109.7300033569336,90.09353637695312,4638900
2018-03-01,109.20999908447266,109.87999725341797,107.23999786376953,108.12000274658203,89.42769622802734,6896300
2018-03-02,107.91000366210938,109.31999969482422,107.9000015258789,109.04000091552734,90.18865966796875,4903600
2018-03-05,108.45999908447266,109.5999984741211,108.0199966430664,109.43000030517578,90.51122283935547,3781700
2018-03-06,109.36000061035156,109.62000274658203,108.44000244140625,109.58000183105469,90.63529968261719,3380800
2018-03-07,108.88999938964844,110.05999755859375,108.61000061035156,109.83999633789062,90.85035705566406,4612600
2018-03-08,110.02999877929688,112.12999725341797,109.58000183105469,112.08000183105469,92.70307159423828,5437700
2018-03-09,112.2699966430664,112.56999969482422,111.63999938964844,112.54000091552734,93.08356475830078,3680600
2018-03-12,112.5,113.08999633789062,112.08000183105469,112.75,93.25725555419922,4509600
2018-03-13,113.2699966430664,113.9000015258789,112.72000122070312,113.5999984741211,93.96031188964844,4590000
2018-03-14,113.56999969482422,113.7699966430664,112.2300033569336,112.61000061035156,93.14147186279297,4055700
2018-03-15,112.4000015258789,113.25,111.66000366210938,111.98999786376953,92.6286392211914,3906800
2018-03-16,112.33000183105469,113.19999694824219,111.58000183105469,111.63999938964844,92.33915710449219,7730800
2018-03-19,111.6500015258789,111.98999786376953,110.05000305175781,110.36000061035156,91.28044128417969,4216700
2018-03-20,110.75,111.30000305175781,109.83000183105469,109.9000015258789,90.89998626708984,3319000
2018-03-21,109.88999938964844,110.08000183105469,108.52999877929688,108.73999786376953,89.94052124023438,3867600
2018-03-22,108.44999694824219,109.66999816894531,107.80000305175781,107.94000244140625,89.27882385253906,4325500
2018-03-23,108.08999633789062,108.73999786376953,105.94000244140625,106.1500015258789,87.79830169677734,4873300
2018-03-26,106.68000030517578,107.47000122070312,106.08999633789062,106.80999755859375,88.34418487548828,4119400
2018-03-27,107.2300033569336,108.54000091552734,106.51000213623047,107.63999938964844,89.03069305419922,5036300
2018-03-28,108.13999938964844,110.11000061035156,108.0,109.18000030517578,90.3044662475586,6413000
2018-03-29,110.12000274658203,110.66000366210938,108.97000122070312,109.1500015258789,90.27965545654297,3829500
2018-04-02,108.62000274658203,109.22000122070312,106.44000244140625,107.05000305175781,88.5427017211914,4325500
2018-04-03,107.38999938964844,108.52999877929688,106.58999633789062,108.19000244140625,89.485595703125,4699000
2018-04-04,107.77999877929688,110.7300033569336,107.23999786376953,110.18000030517578,91.13155364990234,4694200
2018-04-05,110.43000030517578,111.18000030517578,109.75,110.56999969482422,91.45413970947266,3275700
2018-04-06,110.05999755859375,110.9800033569336,108.7699966430664,109.30000305175781,90.40372467041016,3579100
2018-04-09,109.54000091552734,110.44999694824219,108.77999877929688,109.37999725341797,90.4698715209961,2620000
2018-04-10,109.73999786376953,110.19999694824219,108.91999816894531,109.4000015258789,90.48641967773438,2817000
2018-04-11,108.56999969482422,109.47000122070312,108.41999816894531,108.68000030517578,89.8908920288086,4000200
2018-04-12,108.95999908447266,109.51000213623047,108.2699966430664,108.30999755859375,89.58485412597656,2691700
